,time,day,dustbin,percentage
223,11.4,0.0,23.0,2.1774727119237123
224,11.4,0.0,24.0,30.7250944
225,11.45,0.0,0.0,3.3597539035726416
226,11.45,0.0,1.0,21.0359437992
227,11.45,0.0,2.0,60.819157651550746
228,11.45,0.0,3.0,44.0
229,11.45,0.0,4.0,10.9417342797
230,11.45,0.0,5.0,28.664900000000003
231,11.45,0.0,6.0,46.43433142779747
232,11.45,0.0,7.0,69.8846553153746
233,11.45,0.0,8.0,30.673751022910196
234,11.45,0.0,9.0,40.2157820154816
235,11.45,0.0,10.0,7.847603367833879
236,11.45,0.0,11.0,57.195279412584284
237,11.45,0.0,12.0,51.51591653988649
238,11.45,0.0,13.0,25.7777374143744
239,11.45,0.0,14.0,1.4973419021977727
240,11.45,0.0,15.0,6.9959999999999996
241,11.45,0.0,16.0,12.165328352975616
242,11.45,0.0,17.0,10.576799999999999
243,11.45,0.0,18.0,52.860886845121826
244,11.45,0.0,19.0,49.481103102667596
245,11.45,0.0,20.0,24.367032144
246,11.45,0.0,21.0,19.15641839132752
247,11.45,0.0,22.0,33.6
248,11.45,0.0,23.0,2.308121074639135
249,11.45,0.0,24.0,33.79760384
250,11.5,0.0,0.0,3.3597539035726416
251,11.5,0.0,1.0,23.770616493096
252,11.5,0.0,2.0,64.46830711064379
253,11.5,0.0,3.0,47.08
254,11.5,0.0,4.0,11.707655679279
255,11.5,0.0,5.0,30.958092000000004
256,11.5,0.0,6.0,48.75604799918734
257,11.5,0.0,7.0,74.07773463429707
258,11.5,0.0,8.0,34.968076166117626
259,11.5,0.0,9.0,43.83520239687495
260,11.5,0.0,10.0,7.847603367833879
261,11.5,0.0,11.0,61.77090176559103
262,11.5,0.0,12.0,55.12203069767855
263,11.5,0.0,13.0,25.7777374143744
264,11.5,0.0,14.0,1.4973419021977727
265,11.5,0.0,15.0,7.83552
266,11.5,0.0,16.0,12.895248054154152
267,11.5,0.0,17.0,12.057551999999998
268,11.5,0.0,18.0,53.38949571357304
269,11.5,0.0,19.0,55.41883547498771
270,11.5,0.0,20.0,25.34171342976
271,11.5,0.0,21.0,21.838316966113375
272,11.5,0.0,22.0,34.272
273,11.5,0.0,23.0,2.56201439284944
274,11.5,0.0,24.0,38.529268377600005
275,11.55,0.0,0.0,3.7629243720013585
276,11.55,0.0,1.0,24.48373498788888
277,11.55,0.0,2.0,70.27045475060173
278,11.55,0.0,3.0,50.846399999999996
279,11.55,0.0,4.0,12.41011502003574
280,11.55,0.0,5.0,34.67306304
281,11.55,0.0,6.0,53.63165279910607
282,11.55,0.0,7.0,80.00395340504085
283,11.55,0.0,8.0,35.66743768943998
284,11.55,0.0,9.0,44.273554420843695
285,11.55,0.0,10.0,8.083031468868896
286,11.55,0.0,11.0,65.47715587152649
287,11.55,0.0,12.0,63.39033530233033
288,11.55,0.0,13.0,29.12884327824307
289,11.55,0.0,14.0,1.64707609241755
290,11.55,0.0,15.0,9.010848
291,11.55,0.0,16.0,14.571630301194192
292,11.55,0.0,17.0,13.263307199999998
293,11.55,0.0,18.0,59.262340242066074
294,11.55,0.0,19.0,62.62328408673611
295,11.55,0.0,20.0,28.3827190413312
296,11.55,0.0,21.0,22.05670013577451
297,11.55,0.0,22.0,38.04192
298,11.55,0.0,23.0,2.6901151124919123
299,11.55,0.0,24.0,40.07043911270401
300,12.0,0.0,0.0,3.800553615721372
301,12.0,0.0,1.0,26.68727113679888
302,12.0,0.0,2.0,75.18938658314386
303,12.0,0.0,3.0,57.964895999999996
304,12.0,0.0,4.0,12.41011502003574
305,12.0,0.0,5.0,38.8338306048
306,12.0,0.0,6.0,54.704285855088195
307,12.0,0.0,7.0,20.0
308,12.0,0.0,8.0,37.09413519701758
309,12.0,0.0,9.0,46.044496597677444
310,12.0,0.0,10.0,9.052995245133163
311,12.0,0.0,11.0,66.13192743024176
312,12.0,0.0,12.0,63.39033530233033
313,12.0,0.0,13.0,32.91559290441467
314,12.0,0.0,14.0,1.64707609241755
315,12.0,0.0,15.0,9.191064959999999
316,12.0,0.0,16.0,14.571630301194192
317,12.0,0.0,17.0,14.324371775999998
318,12.0,0.0,18.0,61.632833851748714
319,12.0,0.0,19.0,63.24951692760347
320,12.0,0.0,20.0,30.085682183811073
321,12.0,0.0,21.0,24.924071153425196
322,12.0,0.0,22.0,43.3677888
323,12.0,0.0,23.0,2.878423170366346
324,12.0,0.0,24.0,44.87889180622849
325,12.05,0.0,0.0,4.29462558576515
326,12.05,0.0,1.0,29.08912553911078
327,12.05,0.0,2.0,17.0
328,12.05,0.0,3.0,66.6596304
329,12.05,0.0,4.0,12.534216170236096
330,12.05,0.0,5.0,40.387183828992
331,12.05,0.0,6.0,60.174714440597015
332,12.05,0.0,7.0,22.2
333,12.05,0.0,8.0,38.20695925292811
334,12.05,0.0,9.0,46.96538652963099
335,12.05,0.0,10.0,9.052995245133163
336,12.05,0.0,11.0,75.3903972704756
337,12.05,0.0,12.0,66.55985206744684
338,12.05,0.0,13.0,35.877996265811994
339,12.05,0.0,14.0,1.7294298970384276
340,12.05,0.0,15.0,9.4667969088
341,12.05,0.0,16.0,14.571630301194192
342,12.05,0.0,17.0,16.04329638912
343,12.05,0.0,18.0,65.94713222137112
344,12.05,0.0,19.0,65.14700243543157
345,12.05,0.0,20.0,33.99682086770651
346,12.05,0.0,21.0,27.416478268767715
347,12.05,0.0,22.0,49.005601344
348,12.05,0.0,23.0,3.1086970239956537
349,12.05,0.0,24.0,45.77646964235306
350,12.1,0.0,0.0,4.552303120911059
351,12.1,0.0,1.0,29.670908049892994
352,12.1,0.0,2.0,17.17
353,12.1,0.0,3.0,71.992400832
354,12.1,0.0,4.0,13.286269140450262
355,12.1,0.0,5.0,40.791055667281924
356,12.1,0.0,6.0,66.19218588465671
357,12.1,0.0,7.0,24.863999999999997
358,12.1,0.0,8.0,40.881446400633074
359,12.1,0.0,9.0,51.66192518259409
360,12.1,0.0,10.0,10.04882472209781
361,12.1,0.0,11.0,39.0
362,12.1,0.0,12.0,71.21904171216812
363,12.1,0.0,13.0,40.54213578036755
364,12.1,0.0,14.0,1.7294298970384276
365,12.1,0.0,15.0,9.561464877888
366,12.1,0.0,16.0,14.717346604206133
367,12.1,0.0,17.0,16.845461208575998
368,12.1,0.0,18.0,67.92554618801225
369,12.1,0.0,19.0,66.44994248414021
370,12.1,0.0,20.0,35.01672549373771
371,12.1,0.0,21.0,30.158126095644487
372,12.1,0.0,22.0,49.005601344
373,12.1,0.0,23.0,3.1086970239956537
374,12.1,0.0,24.0,47.60752842804718
375,12.15,0.0,0.0,5.235148589047718
376,12.15,0.0,1.0,32.63799885488229
377,12.15,0.0,2.0,19.573800000000002
378,12.15,0.0,3.0,79.91156492352
379,12.15,0.0,4.0,14.21630798028178
380,12.15,0.0,5.0,41.19896622395474
381,12.15,0.0,6.0,72.14948261427581
382,12.15,0.0,7.0,25.11264
383,12.15,0.0,8.0,40.881446400633074
384,12.15,0.0,9.0,55.27825994537567
385,12.15,0.0,10.0,11.15419544152857
386,12.15,0.0,11.0,42.9
387,12.15,0.0,12.0,80.47751713474997
388,12.15,0.0,13.0,42.56924256938593
389,12.15,0.0,14.0,1.9715500826238075
390,12.15,0.0,15.0,10.5176113656768
391,12.15,0.0,16.0,15.600387400458501
392,12.15,0.0,17.0,17.856188881090556
393,12.15,0.0,18.0,67.92554618801225
394,12.15,0.0,19.0,71.10143845803002
395,12.15,0.0,20.0,35.366892748675085
396,12.15,0.0,21.0,31.66603240042671
397,12.15,0.0,22.0,55.866385532159995
398,12.15,0.0,23.0,3.3263058156753496
399,12.15,0.0,24.0,51.41613070229096
400,12.2,0.0,0.0,5.653960476171536
401,12.2,0.0,1.0,35.5754187518217
402,12.2,0.0,2.0,20.748228
403,12.2,0.0,3.0,21.0
404,12.2,0.0,4.0,16.20659109752123
405,12.2,0.0,5.0,44.082893859631575
406,12.2,0.0,6.0,75.75695674498961
407,12.2,0.0,7.0,26.1171456
408,12.2,0.0,8.0,45.78721996870904
409,12.2,0.0,9.0,59.700520741005725
410,12.2,0.0,10.0,12.158073031266142
411,12.2,0.0,11.0,44.616
412,12.2,0.0,12.0,18.0
413,12.2,0.0,13.0,44.27201227216136
414,12.2,0.0,14.0,2.1687050908861885
415,12.2,0.0,15.0,11.56937250224448
416,12.2,0.0,16.0,17.31643001450894
417,12.2,0.0,17.0,19.106122102766896
418,12.2,0.0,18.0,74.71810080681347
419,12.2,0.0,19.0,78.21158230383301
420,12.2,0.0,20.0,37.48890631359559
421,12.2,0.0,21.0,34.832635640469384
422,12.2,0.0,22.0,61.45302408537599
423,12.2,0.0,23.0,3.42609499014561
424,12.2,0.0,24.0,53.472775930382596
425,12.25,0.0,0.0,5.653960476171536
426,12.25,0.0,1.0,36.642681314376354
427,12.25,0.0,2.0,22.408086240000003
428,12.25,0.0,3.0,21.63
429,12.25,0.0,4.0,16.692788830446865
430,12.25,0.0,5.0,50.254498999979994
431,12.25,0.0,6.0,24.0
432,12.25,0.0,7.0,29.512374528000002
433,12.25,0.0,8.0,48.53445316683158
434,12.25,0.0,9.0,63.87955719287613
435,12.25,0.0,10.0,13.252299604080093
436,12.25,0.0,11.0,50.41608
437,12.25,0.0,12.0,19.08
438,12.25,0.0,13.0,50.912814112985565
439,12.25,0.0,14.0,2.407262650883669
440,12.25,0.0,15.0,13.189084652558707
441,12.25,0.0,16.0,18.009087215089295
442,12.25,0.0,17.0,19.297183323794567
443,12.25,0.0,18.0,85.17863491976735
444,12.25,0.0,19.0,35.0
445,12.25,0.0,20.0,42.36246413436302
446,12.25,0.0,21.0,39.36087827373041
447,12.25,0.0,22.0,68.21285673476736
448,12.25,0.0,23.0,3.871487338864539
449,12.25,0.0,24.0,59.35478128272468
450,12.3,0.0,0.0,6.388975338073835
451,12.3,0.0,1.0,37.37553494066388
452,12.3,0.0,2.0,25.321137451200002
453,12.3,0.0,3.0,22.711499999999997
454,12.3,0.0,4.0,17.527428271969207
455,12.3,0.0,5.0,56.7875838699774
456,12.3,0.0,6.0,26.16
457,12.3,0.0,7.0,32.4636119808
458,12.3,0.0,8.0,55.329276610188
459,12.3,0.0,9.0,64.51835276480489
460,12.3,0.0,10.0,14.577529564488103
461,12.3,0.0,11.0,50.41608
462,12.3,0.0,12.0,20.606399999999997
463,12.3,0.0,13.0,58.5497362299334
464,12.3,0.0,14.0,2.4554079039013423
465,12.3,0.0,15.0,14.90366565739134
466,12.3,0.0,16.0,18.009087215089295
467,12.3,0.0,17.0,19.68312699027046
468,12.3,0.0,18.0,38.0
469,12.3,0.0,19.0,37.45
470,12.3,0.0,20.0,46.17508590645569
471,12.3,0.0,21.0,40.14809583920501
472,12.3,0.0,22.0,77.7626566776348
473,12.3,0.0,23.0,4.45221043969422
474,12.3,0.0,24.0,63.509615972515405
475,12.35,0.0,0.0,6.452865091454574
476,12.35,0.0,1.0,39.24431168769708
477,12.35,0.0,2.0,26.840405698272
478,12.35,0.0,3.0,23.392844999999998
479,12.35,0.0,4.0,19.45544538188582
480,12.35,0.0,5.0,64.16996977307446
481,12.35,0.0,6.0,27.2064
482,12.35,0.0,7.0,32.788248100608
483,12.35,0.0,8.0,55.88256937628989
484,12.35,0.0,9.0,67.09908687539708
485,12.35,0.0,10.0,15.59795663400227
486,12.35,0.0,11.0,54.9535272
487,12.35,0.0,12.0,21.018527999999996
488,12.35,0.0,13.0,64.99020721522608
489,12.35,0.0,14.0,2.5290701410183827
490,12.35,0.0,15.0,16.543068879704386
491,12.35,0.0,16.0,19.99008680874912
492,12.35,0.0,17.0,21.06094587958939
493,12.35,0.0,18.0,40.66
494,12.35,0.0,19.0,41.944
495,12.35,0.0,20.0,46.63683676552025
496,12.35,0.0,21.0,40.95105775598911
497,12.35,0.0,22.0,39.0
498,12.35,0.0,23.0,4.852909379266699
499,12.35,0.0,24.0,69.2254814100418
500,12.4,0.0,0.0,6.646451044198211
501,12.4,0.0,1.0,42.38385662271284
502,12.4,0.0,2.0,27.37721381223744
503,12.4,0.0,3.0,25.7321295
504,12.4,0.0,4.0,20.62277210479897
505,12.4,0.0,5.0,68.02016795945892
506,12.4,0.0,6.0,29.654975999999998
507,12.4,0.0,7.0,37.37860283469312
508,12.4,0.0,8.0,59.23552353886728
509,12.4,0.0,9.0,71.1250320879209
510,12.4,0.0,10.0,15.909915766682314
511,12.4,0.0,11.0,59.899344648
512,12.4,0.0,12.0,21.228713279999997
513,12.4,0.0,13.0,67.58981550383513
514,12.4,0.0,14.0,2.7061050508896694
515,12.4,0.0,15.0,17.701083701283693
516,12.4,0.0,16.0,20.18998767683661
517,12.4,0.0,17.0,23.16704046754833
518,12.4,0.0,18.0,40.66
519,12.4,0.0,19.0,43.62176
520,12.4,0.0,20.0,48.03594186848586
521,12.4,0.0,21.0,42.589100066228674
522,12.4,0.0,22.0,39.0
523,12.4,0.0,23.0,5.095554848230035
524,12.4,0.0,24.0,78.91704880744764
525,12.45,0.0,0.0,7.444025169501996
526,12.45,0.0,1.0,46.622242284984125
527,12.45,0.0,2.0,27.92475808848219
528,12.45,0.0,3.0,29.33462763
529,12.45,0.0,4.0,20.82899982584696
530,12.45,0.0,5.0,76.86278979418857
531,12.45,0.0,6.0,31.43427456
532,12.45,0.0,7.0,37.37860283469312
533,12.45,0.0,8.0,61.0125892450333
534,12.45,0.0,9.0,71.8362824088001
535,12.45,0.0,10.0,17.182709028016898
536,12.45,0.0,11.0,65.29028566632
537,12.45,0.0,12.0,24.200733139199997
538,12.45,0.0,13.0,68.94161181391183
539,12.45,0.0,14.0,2.8684713539430495
540,12.45,0.0,15.0,20.002224582450573
541,12.45,0.0,16.0,20.997587183910074
542,12.45,0.0,17.0,24.093722086250263
543,12.45,0.0,18.0,45.1326
544,12.45,0.0,19.0,47.983936
545,12.45,0.0,20.0,52.359176636649586
546,12.45,0.0,21.0,46.422119072189254
547,12.45,0.0,22.0,39.0
548,12.45,0.0,23.0,5.299377042159236
549,12.45,0.0,24.0,31.0
550,12.5,0.0,0.0,7.518465421197016
551,12.5,0.0,1.0,48.02090955353365
552,12.5,0.0,2.0,29.879491154675943
553,12.5,0.0,3.0,33.7348217745
554,12.5,0.0,4.0,21.45386982062237
555,12.5,0.0,5.0,30.0
556,12.5,0.0,6.0,35.5207302528
557,12.5,0.0,7.0,41.49024914650936
558,12.5,0.0,8.0,68.94422584688762
559,12.5,0.0,9.0,81.17499912194411
560,12.5,0.0,10.0,19.244634111378925
561,12.5,0.0,11.0,66.5960913796464
562,12.5,0.0,12.0,27.104821115903995
563,12.5,0.0,13.0,68.94161181391183
564,12.5,0.0,14.0,3.184003202876785
565,12.5,0.0,15.0,20.402269074099586
566,12.5,0.0,16.0,23.937249389657484
567,12.5,0.0,17.0,26.021219853150285
568,12.5,0.0,18.0,47.38923
569,12.5,0.0,19.0,54.70168704
570,12.5,0.0,20.0,59.68946136578053
571,12.5,0.0,21.0,48.743225025798715
572,12.5,0.0,22.0,44.85
573,12.5,0.0,23.0,5.829314746375159
574,12.5,0.0,24.0,31.31
575,12.55,0.0,0.0,7.744019383832926
576,12.55,0.0,1.0,49.46153684013966
577,12.55,0.0,2.0,34.062619916330576
578,12.55,0.0,3.0,38.120348605185
579,12.55,0.0,4.0,24.028334199097053
580,12.55,0.0,5.0,34.2
581,12.55,0.0,6.0,38.362388673024
582,12.55,0.0,7.0,41.905151637974456
583,12.55,0.0,8.0,71.70199488076312
584,12.55,0.0,9.0,17.0
585,12.55,0.0,10.0,19.82197313472029
586,12.55,0.0,11.0,67.92801320723932
587,12.55,0.0,12.0,31.170544283289594
588,12.55,0.0,13.0,68.94161181391183
589,12.55,0.0,14.0,3.5024035231644635
590,12.55,0.0,15.0,21.830427909286556
591,12.55,0.0,16.0,25.134111859140358
592,12.55,0.0,17.0,27.3222808458078
593,12.55,0.0,18.0,54.4976145
594,12.55,0.0,19.0,59.077822003200005
595,12.55,0.0,20.0,66.2553021160164
596,12.55,0.0,21.0,48.743225025798715
597,12.55,0.0,22.0,47.0925
598,12.55,0.0,23.0,6.295659926085172
599,12.55,0.0,24.0,35.6934
600,13.0,0.0,0.0,8.518421322216218
601,13.0,0.0,1.0,51.43999831374524
602,13.0,0.0,2.0,37.468881907963635
603,13.0,0.0,3.0,43.457197409910904
604,13.0,0.0,4.0,27.39230098697064
605,13.0,0.0,5.0,34.884
606,13.0,0.0,6.0,43.733123087247364
607,13.0,0.0,7.0,45.257563769012414
608,13.0,0.0,8.0,72.41901482957076
609,13.0,0.0,9.0,17.34
610,13.0,0.0,10.0,20.020192866067493
611,13.0,0.0,11.0,67.92801320723932
612,13.0,0.0,12.0,33.04077694028697
613,13.0,0.0,13.0,72.38869240460743
614,13.0,0.0,14.0,3.8876679107125547
615,13.0,0.0,15.0,24.231774979308078
616,13.0,0.0,16.0,27.144840807871585
617,13.0,0.0,17.0,28.68839488809819
618,13.0,0.0,18.0,55.042590645
619,13.0,0.0,19.0,59.077822003200005
620,13.0,0.0,20.0,72.88083232761804
621,13.0,0.0,21.0,55.567276529410535
622,13.0,0.0,22.0,52.272675
623,13.0,0.0,23.0,6.4215731246068755
624,13.0,0.0,24.0,37.835004
625,13.05,0.0,0.0,9.711000307326488
626,13.05,0.0,1.0,55.55519817884486
627,13.05,0.0,2.0,37.468881907963635
628,13.05,0.0,3.0,49.10663307319932
629,13.05,0.0,4.0,29.309762056058585
630,13.05,0.0,5.0,39.070080000000004
631,13.05,0.0,6.0,48.981097857717046
632,13.05,0.0,7.0,49.783320145913656
633,13.05,0.0,8.0,78.21253601593642
634,13.05,0.0,9.0,17.34
635,13.05,0.0,10.0,22.82301986731694
636,13.05,0.0,11.0,73.36225426381846
637,13.05,0.0,12.0,34.03200024849558
638,13.05,0.0,13.0,76.73201394888387
639,13.05,0.0,14.0,3.92654458981968
640,13.05,0.0,15.0,25.927999227859644
641,13.05,0.0,16.0,28.502082848265164
642,13.05,0.0,17.0,28.68839488809819
643,13.05,0.0,18.0,57.2442942708
644,13.05,0.0,19.0,61.440934883328005
645,13.05,0.0,20.0,75.06725729744657
646,13.05,0.0,21.0,61.679676947645696
647,13.05,0.0,22.0,55.93176225
648,13.05,0.0,23.0,6.935298974575425
649,13.05,0.0,24.0,38.21335404
650,13.1,0.0,0.0,10.487880331912606
651,13.1,0.0,1.0,63.88847790567159
652,13.1,0.0,2.0,41.590458917839634
653,13.1,0.0,3.0,49.10663307319932
654,13.1,0.0,4.0,32.826933502785614
655,13.1,0.0,5.0,39.4607808
656,13.1,0.0,6.0,48.981097857717046
657,13.1,0.0,7.0,49.783320145913656
658,13.1,0.0,8.0,23.0
659,13.1,0.0,9.0,19.941
660,13.1,0.0,10.0,25.105321854048633
661,13.1,0.0,11.0,76.29674443437119
662,13.1,0.0,12.0,38.79648028328496
663,13.1,0.0,13.0,38.0
664,13.1,0.0,14.0,4.476260832394435
665,13.1,0.0,15.0,29.0393591352028
666,13.1,0.0,16.0,32.77739527550494
667,13.1,0.0,17.0,32.41788622355096
